date,District,Sub-District,NewCases,CumCases,Recovered,CumRecovered,Deaths,CumDeaths,ActiveCases
02/08/2021,Hulu Langat,Semenyih,185,8243,181,7035,2,63,1145
02/08/2021,Hulu Selangor,Ampang Pechah,20,680,14,595,1,7,78
02/08/2021,Hulu Selangor,Batang Kali,6,1028,22,904,0,9,115
02/08/2021,Hulu Selangor,Buluh Telur,0,2,0,1,0,0,1
02/08/2021,Hulu Selangor,Hulu Bernam,5,340,2,301,0,9,30
02/08/2021,Hulu Selangor,Hulu Yam,3,572,0,81,0,8,483
02/08/2021,Hulu Selangor,Kalumpang,3,363,9,340,0,4,19
02/08/2021,Hulu Selangor,Kerling,5,149,15,126,0,1,22
02/08/2021,Hulu Selangor,Kuala Kalumpang,0,1,0,0,0,0,1
02/08/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
02/08/2021,Hulu Selangor,Pertak,5,38,1,12,0,0,26
02/08/2021,Hulu Selangor,Rasa,1,406,7,358,0,4,44
02/08/2021,Hulu Selangor,Serendah,86,7862,292,6900,1,45,917
02/08/2021,Hulu Selangor,Sungai Gumut,0,1,0,1,0,0,0
02/08/2021,Hulu Selangor,Sungai Tinggi,0,97,0,97,0,0,0
02/08/2021,Klang,Kapar,279,25269,170,24636,2,74,559
02/08/2021,Klang,Klang,1358,57445,913,53997,5,344,3104
02/08/2021,Klang,Penjara,0,13,0,13,0,0,0
02/08/2021,Kuala Langat,Bandar,3,535,6,509,0,4,22
02/08/2021,Kuala Langat,Batu,14,538,29,480,1,9,49
02/08/2021,Kuala Langat,Jugra,2,540,9,516,0,2,22
02/08/2021,Kuala Langat,Kelanang,0,262,11,254,1,3,5
02/08/2021,Kuala Langat,Morib,7,654,13,602,0,12,40
02/08/2021,Kuala Langat,Penjara,0,307,0,307,0,0,0
02/08/2021,Kuala Langat,Tanjung 12(1),35,7259,149,6866,4,47,346
02/08/2021,Kuala Langat,Tanjung 12(2),18,2664,53,2470,0,16,178
02/08/2021,Kuala Langat,Telok Panglima Garang,37,7753,120,7265,2,44,444
02/08/2021,Kuala Selangor,Api-Api,9,355,24,302,0,2,51
02/08/2021,Kuala Selangor,Bestari Jaya,52,2070,37,1923,1,12,135
02/08/2021,Kuala Selangor,Hulu Tinggi,0,2,1,1,0,0,1
02/08/2021,Kuala Selangor,Jeram,43,2007,47,1782,0,20,205
02/08/2021,Kuala Selangor,Kuala Selangor,12,1102,28,920,0,8,174
02/08/2021,Kuala Selangor,ljok,75,6306,1958,5795,12,41,470
02/08/2021,Kuala Selangor,Pasangan,0,59,0,55,0,0,4
02/08/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
02/08/2021,Kuala Selangor,Tanjong Karang,22,1027,32,914,0,13,100
02/08/2021,Kuala Selangor,Ujong Permatang,1,180,1,142,0,2,36
02/08/2021,Petaling,Bukit Raja,80,9110,142,8690,1,51,369
02/08/2021,Petaling,Damansara,355,43474,992,41314,9,267,1893
02/08/2021,Petaling,Penjara,0,18,0,17,0,1,0
02/08/2021,Petaling,Petaling,489,43476,644,41433,17,501,1542
02/08/2021,Petaling,Sungai Buloh,297,30011,490,28420,12,215,1376
02/08/2021,Sabak Bernam,Bagan Nakhoda Omar,0,184,5,173,0,5,6
02/08/2021,Sabak Bernam,Panchang Bedena,93,670,34,482,0,2,186
02/08/2021,Sabak Bernam,Pasir Panjang,6,462,6,419,0,5,38
02/08/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
02/08/2021,Sabak Bernam,Sabak,7,519,0,473,0,8,38
02/08/2021,Sabak Bernam,Sungai Panjang,14,381,6,311,0,5,65
02/08/2021,Sepang,Dengkil,237,14568,232,13375,2,73,1120
02/08/2021,Sepang,Labu,121,7546,49,7138,0,25,383
02/08/2021,Sepang,Penjara,0,89,0,89,0,0,0
02/08/2021,Sepang,Sepang,35,2571,33,2371,0,21,179
